sector0_superlayer0_layer0_paddle1  |         ahdc_mother  |ATOFpaddle1 sector0 superlayer0 layer0  |                 0.0000*mm   0.0000*mm   0.0000*mm  |  0.0000*deg    0.0000*deg    0.0000*deg  | ff11aa   |       G4GenericTrap  |139.8500*mm      77.000000*mm      -3.929620*mm      80.000000*mm      -4.086845*mm      80.000000*mm       4.086845*mm      77.000000*mm       3.929620*mm      77.000000*mm      -3.929620*mm      80.000000*mm      -4.086845*mm      80.000000*mm       4.086845*mm      77.000000*mm       3.929620*mm  |        scintillator  |                  no  |     1   |     1   |     1   |   1   |   1   |             alrttof  |             alrttof  |sector manual 0 superlayer manual 0 layer manual 0 paddle manual 1 order manual 0 
sector6_superlayer1_layer9_paddle27  |         ahdc_mother  |ATOFpaddle27 sector6 superlayer1 layer9  |                 0.0000*mm   0.0000*mm 126.0000*mm  |  0.0000*deg    0.0000*deg    0.0000*deg  | 00aa00   |       G4GenericTrap  |13.8500*mm     -71.421367*mm      36.272450*mm     -89.265953*mm      45.364720*mm     -93.443138*mm      35.982608*mm     -74.745906*mm      28.805413*mm     -71.421367*mm      36.272450*mm     -89.265953*mm      45.364720*mm     -93.443138*mm      35.982608*mm     -74.745906*mm      28.805413*mm  |        scintillator  |                  no  |     1   |     1   |     1   |   1   |   1   |             alrttof  |             alrttof  |sector manual 6 superlayer manual 1 layer manual 9 paddle manual 27 order manual 0 
sector6_superlayer1_layer9_paddle28  |         ahdc_mother  |ATOFpaddle28 sector6 superlayer1 layer9  |                 0.0000*mm   0.0000*mm 126.0000*mm  |  0.0000*deg    0.0000*deg    0.0000*deg  | 00aa00   |       G4GenericTrap  |13.8500*mm     -74.821617*mm      28.608180*mm     -93.518849*mm      35.785375*mm     -96.692454*mm      26.018024*mm     -77.347426*mm      20.834539*mm     -74.821617*mm      28.608180*mm     -93.518849*mm      35.785375*mm     -96.692454*mm      26.018024*mm     -77.347426*mm      20.834539*mm  |        scintillator  |                  no  |     1   |     1   |     1   |   1   |   1   |             alrttof  |             alrttof  |sector manual 6 superlayer manual 1 layer manual 9 paddle manual 28 order manual 0 
sector7_superlayer0_layer0_paddle29  |         ahdc_mother  |ATOFpaddle29 sector7 superlayer0 layer0  |                 0.0000*mm   0.0000*mm   0.0000*mm  |  0.0000*deg    0.0000*deg    0.0000*deg  | ff11aa   |       G4GenericTrap  |139.8500*mm     -74.500351*mm      19.852949*mm     -77.402105*mm      20.630473*mm     -79.101511*mm      12.635398*mm     -76.134379*mm      12.165452*mm     -74.500351*mm      19.852949*mm     -77.402105*mm      20.630473*mm     -79.101511*mm      12.635398*mm     -76.134379*mm      12.165452*mm  |        scintillator  |                  no  |     1   |     1   |     1   |   1   |   1   |             alrttof  |             alrttof  |sector manual 7 superlayer manual 0 layer manual 0 paddle manual 29 order manual 0 
sector7_superlayer0_layer0_paddle30  |         ahdc_mother  |ATOFpaddle30 sector7 superlayer0 layer0  |                 0.0000*mm   0.0000*mm   0.0000*mm  |  0.0000*deg    0.0000*deg    0.0000*deg  | ff11aa   |       G4GenericTrap  |139.8500*mm     -76.167429*mm      11.956785*mm     -79.134560*mm      12.426734*mm     -79.988943*mm       4.297820*mm     -76.988943*mm       4.140599*mm     -76.167429*mm      11.956785*mm     -79.134560*mm      12.426734*mm     -79.988943*mm       4.297820*mm     -76.988943*mm       4.140599*mm  |        scintillator  |                  no  |     1   |     1   |     1   |   1   |   1   |             alrttof  |             alrttof  |sector manual 7 superlayer manual 0 layer manual 0 paddle manual 30 order manual 0 
sector7_superlayer0_layer0_paddle31  |         ahdc_mother  |ATOFpaddle31 sector7 superlayer0 layer0  |                 0.0000*mm   0.0000*mm   0.0000*mm  |  0.0000*deg    0.0000*deg    0.0000*deg  | ff11aa   |       G4GenericTrap  |139.8500*mm     -77.000000*mm       3.929620*mm     -80.000000*mm       4.086845*mm     -80.000000*mm      -4.086845*mm     -77.000000*mm      -3.929620*mm     -77.000000*mm       3.929620*mm     -80.000000*mm       4.086845*mm     -80.000000*mm      -4.086845*mm     -77.000000*mm      -3.929620*mm  |        scintillator  |                  no  |     1   |     1   |     1   |   1   |   1   |             alrttof  |             alrttof  |sector manual 7 superlayer manual 0 layer manual 0 paddle manual 31 order manual 0 
sector7_superlayer0_layer0_paddle32  |         ahdc_mother  |ATOFpaddle32 sector7 superlayer0 layer0  |                 0.0000*mm   0.0000*mm   0.0000*mm  |  0.0000*deg    0.0000*deg    0.0000*deg  | ff11aa   |       G4GenericTrap  |139.8500*mm     -76.988943*mm      -4.140599*mm     -79.988943*mm      -4.297820*mm     -79.134560*mm     -12.426734*mm     -76.167429*mm     -11.956785*mm     -76.988943*mm      -4.140599*mm     -79.988943*mm      -4.297820*mm     -79.134560*mm     -12.426734*mm     -76.167429*mm     -11.956785*mm  |        scintillator  |                  no  |     1   |     1   |     1   |   1   |   1   |             alrttof  |             alrttof  |sector manual 7 superlayer manual 0 layer manual 0 paddle manual 32 order manual 0 
sector7_superlayer1_layer0_paddle29  |         ahdc_mother  |ATOFpaddle29 sector7 superlayer1 layer0  |                0.0000*mm   0.0000*mm -126.0000*mm  |  0.0000*deg    0.0000*deg    0.0000*deg  | 00aa00   |       G4GenericTrap  |13.8500*mm     -77.402105*mm      20.630473*mm     -96.747134*mm      25.813957*mm     -98.882387*mm      15.768381*mm     -79.101511*mm      12.635398*mm     -77.402105*mm      20.630473*mm     -96.747134*mm      25.813957*mm     -98.882387*mm      15.768381*mm     -79.101511*mm      12.635398*mm  |        scintillator  |                  no  |     1   |     1   |     1   |   1   |   1   |             alrttof  |             alrttof  |sector manual 7 superlayer manual 1 layer manual 0 paddle manual 29 order manual 0 
sector7_superlayer1_layer0_paddle30  |         ahdc_mother  |ATOFpaddle30 sector7 superlayer1 layer0  |                0.0000*mm   0.0000*mm -126.0000*mm  |  0.0000*deg    0.0000*deg    0.0000*deg  | 00aa00   |       G4GenericTrap  |13.8500*mm     -79.134560*mm      12.426734*mm     -98.915436*mm      15.559716*mm     -99.988943*mm       5.345976*mm     -79.988943*mm       4.297820*mm     -79.134560*mm      12.426734*mm     -98.915436*mm      15.559716*mm     -99.988943*mm       5.345976*mm     -79.988943*mm       4.297820*mm  |        scintillator  |                  no  |     1   |     1   |     1   |   1   |   1   |             alrttof  |             alrttof  |sector manual 7 superlayer manual 1 layer manual 0 paddle manual 30 order manual 0 
sector7_superlayer1_layer0_paddle31  |         ahdc_mother  |ATOFpaddle31 sector7 superlayer1 layer0  |                0.0000*mm   0.0000*mm -126.0000*mm  |  0.0000*deg    0.0000*deg    0.0000*deg  | 00aa00   |       G4GenericTrap  |13.8500*mm     -80.000000*mm       4.086845*mm    -100.000000*mm       5.135000*mm    -100.000000*mm      -5.135000*mm     -80.000000*mm      -4.086845*mm     -80.000000*mm       4.086845*mm    -100.000000*mm       5.135000*mm    -100.000000*mm      -5.135000*mm     -80.000000*mm      -4.086845*mm  |        scintillator  |                  no  |     1   |     1   |     1   |   1   |   1   |             alrttof  |             alrttof  |sector manual 7 superlayer manual 1 layer manual 0 paddle manual 31 order manual 0 
sector7_superlayer1_layer0_paddle32  |         ahdc_mother  |ATOFpaddle32 sector7 superlayer1 layer0  |                0.0000*mm   0.0000*mm -126.0000*mm  |  0.0000*deg    0.0000*deg    0.0000*deg  | 00aa00   |       G4GenericTrap  |13.8500*mm     -79.988943*mm      -4.297820*mm     -99.988943*mm      -5.345976*mm     -98.915436*mm     -15.559716*mm     -79.134560*mm     -12.426734*mm     -79.988943*mm      -4.297820*mm     -99.988943*mm      -5.345976*mm     -98.915436*mm     -15.559716*mm     -79.134560*mm     -12.426734*mm  |        scintillator  |                  no  |     1   |     1   |     1   |   1   |   1   |             alrttof  |             alrttof  |sector manual 7 superlayer manual 1 layer manual 0 paddle manual 32 order manual 0 
sector7_superlayer1_layer1_paddle29  |         ahdc_mother  |ATOFpaddle29 sector7 superlayer1 layer1  |                 0.0000*mm   0.0000*mm -98.0000*mm  |  0.0000*deg    0.0000*deg    0.0000*deg  | 00aa00   |       G4GenericTrap  |13.8500*mm     -77.402105*mm      20.630473*mm     -96.747134*mm      25.813957*mm     -98.882387*mm      15.768381*mm     -79.101511*mm      12.635398*mm     -77.402105*mm      20.630473*mm     -96.747134*mm      25.813957*mm     -98.882387*mm      15.768381*mm     -79.101511*mm      12.635398*mm  |        scintillator  |                  no  |     1   |     1   |     1   |   1   |   1   |             alrttof  |             alrttof  |sector manual 7 superlayer manual 1 layer manual 1 paddle manual 29 order manual 0 
sector7_superlayer1_layer1_paddle30  |         ahdc_mother  |ATOFpaddle30 sector7 superlayer1 layer1  |                 0.0000*mm   0.0000*mm -98.0000*mm  |  0.0000*deg    0.0000*deg    0.0000*deg  | 00aa00   |       G4GenericTrap  |13.8500*mm     -79.134560*mm      12.426734*mm     -98.915436*mm      15.559716*mm     -99.988943*mm       5.345976*mm     -79.988943*mm       4.297820*mm     -79.134560*mm      12.426734*mm     -98.915436*mm      15.559716*mm     -99.988943*mm       5.345976*mm     -79.988943*mm       4.297820*mm  |        scintillator  |                  no  |     1   |     1   |     1   |   1   |   1   |             alrttof  |             alrttof  |sector manual 7 superlayer manual 1 layer manual 1 paddle manual 30 order manual 0 
sector7_superlayer1_layer1_paddle31  |         ahdc_mother  |ATOFpaddle31 sector7 superlayer1 layer1  |                 0.0000*mm   0.0000*mm -98.0000*mm  |  0.0000*deg    0.0000*deg    0.0000*deg  | 00aa00   |       G4GenericTrap  |13.8500*mm     -80.000000*mm       4.086845*mm    -100.000000*mm       5.135000*mm    -100.000000*mm      -5.135000*mm     -80.000000*mm      -4.086845*mm     -80.000000*mm       4.086845*mm    -100.000000*mm       5.135000*mm    -100.000000*mm      -5.135000*mm     -80.000000*mm      -4.086845*mm  |        scintillator  |                  no  |     1   |     1   |     1   |   1   |   1   |             alrttof  |             alrttof  |sector manual 7 superlayer manual 1 layer manual 1 paddle manual 31 order manual 0 
sector7_superlayer1_layer1_paddle32  |         ahdc_mother  |ATOFpaddle32 sector7 superlayer1 layer1  |                 0.0000*mm   0.0000*mm -98.0000*mm  |  0.0000*deg    0.0000*deg    0.0000*deg  | 00aa00   |       G4GenericTrap  |13.8500*mm     -79.988943*mm      -4.297820*mm     -99.988943*mm      -5.345976*mm     -98.915436*mm     -15.559716*mm     -79.134560*mm     -12.426734*mm     -79.988943*mm      -4.297820*mm     -99.988943*mm      -5.345976*mm     -98.915436*mm     -15.559716*mm     -79.134560*mm     -12.426734*mm  |        scintillator  |                  no  |     1   |     1   |     1   |   1   |   1   |             alrttof  |             alrttof  |sector manual 7 superlayer manual 1 layer manual 1 paddle manual 32 order manual 0 
sector7_superlayer1_layer2_paddle29  |         ahdc_mother  |ATOFpaddle29 sector7 superlayer1 layer2  |                 0.0000*mm   0.0000*mm -70.0000*mm  |  0.0000*deg    0.0000*deg    0.0000*deg  | 00aa00   |       G4GenericTrap  |13.8500*mm     -77.402105*mm      20.630473*mm     -96.747134*mm      25.813957*mm     -98.882387*mm      15.768381*mm     -79.101511*mm      12.635398*mm     -77.402105*mm      20.630473*mm     -96.747134*mm      25.813957*mm     -98.882387*mm      15.768381*mm     -79.101511*mm      12.635398*mm  |        scintillator  |                  no  |     1   |     1   |     1   |   1   |   1   |             alrttof  |             alrttof  |sector manual 7 superlayer manual 1 layer manual 2 paddle manual 29 order manual 0 
sector7_superlayer1_layer2_paddle30  |         ahdc_mother  |ATOFpaddle30 sector7 superlayer1 layer2  |                 0.0000*mm   0.0000*mm -70.0000*mm  |  0.0000*deg    0.0000*deg    0.0000*deg  | 00aa00   |       G4GenericTrap  |13.8500*mm     -79.134560*mm      12.426734*mm     -98.915436*mm      15.559716*mm     -99.988943*mm       5.345976*mm     -79.988943*mm       4.297820*mm     -79.134560*mm      12.426734*mm     -98.915436*mm      15.559716*mm     -99.988943*mm       5.345976*mm     -79.988943*mm       4.297820*mm  |        scintillator  |                  no  |     1   |     1   |     1   |   1   |   1   |             alrttof  |             alrttof  |sector manual 7 superlayer manual 1 layer manual 2 paddle manual 30 order manual 0 
sector7_superlayer1_layer2_paddle31  |         ahdc_mother  |ATOFpaddle31 sector7 superlayer1 layer2  |                 0.0000*mm   0.0000*mm -70.0000*mm  |  0.0000*deg    0.0000*deg    0.0000*deg  | 00aa00   |       G4GenericTrap  |13.8500*mm     -80.000000*mm       4.086845*mm    -100.000000*mm       5.135000*mm    -100.000000*mm      -5.135000*mm     -80.000000*mm      -4.086845*mm     -80.000000*mm       4.086845*mm    -100.000000*mm       5.135000*mm    -100.000000*mm      -5.135000*mm     -80.000000*mm      -4.086845*mm  |        scintillator  |                  no  |     1   |     1   |     1   |   1   |   1   |             alrttof  |             alrttof  |sector manual 7 superlayer manual 1 layer manual 2 paddle manual 31 order manual 0 
sector7_superlayer1_layer2_paddle32  |         ahdc_mother  |ATOFpaddle32 sector7 superlayer1 layer2  |                 0.0000*mm   0.0000*mm -70.0000*mm  |  0.0000*deg    0.0000*deg    0.0000*deg  | 00aa00   |       G4GenericTrap  |13.8500*mm     -79.988943*mm      -4.297820*mm     -99.988943*mm      -5.345976*mm     -98.915436*mm     -15.559716*mm     -79.134560*mm     -12.426734*mm     -79.988943*mm      -4.297820*mm     -99.988943*mm      -5.345976*mm     -98.915436*mm     -15.559716*mm     -79.134560*mm     -12.426734*mm  |        scintillator  |                  no  |     1   |     1   |     1   |   1   |   1   |             alrttof  |             alrttof  |sector manual 7 superlayer manual 1 layer manual 2 paddle manual 32 order manual 0 
sector7_superlayer1_layer3_paddle29  |         ahdc_mother  |ATOFpaddle29 sector7 superlayer1 layer3  |                 0.0000*mm   0.0000*mm -42.0000*mm  |  0.0000*deg    0.0000*deg    0.0000*deg  | 00aa00   |       G4GenericTrap  |13.8500*mm     -77.402105*mm      20.630473*mm     -96.747134*mm      25.813957*mm     -98.882387*mm      15.768381*mm     -79.101511*mm      12.635398*mm     -77.402105*mm      20.630473*mm     -96.747134*mm      25.813957*mm     -98.882387*mm      15.768381*mm     -79.101511*mm      12.635398*mm  |        scintillator  |                  no  |     1   |     1   |     1   |   1   |   1   |             alrttof  |             alrttof  |sector manual 7 superlayer manual 1 layer manual 3 paddle manual 29 order manual 0 
sector7_superlayer1_layer3_paddle30  |         ahdc_mother  |ATOFpaddle30 sector7 superlayer1 layer3  |                 0.0000*mm   0.0000*mm -42.0000*mm  |  0.0000*deg    0.0000*deg    0.0000*deg  | 00aa00   |       G4GenericTrap  |13.8500*mm     -79.134560*mm      12.426734*mm     -98.915436*mm      15.559716*mm     -99.988943*mm       5.345976*mm     -79.988943*mm       4.297820*mm     -79.134560*mm      12.426734*mm     -98.915436*mm      15.559716*mm     -99.988943*mm       5.345976*mm     -79.988943*mm       4.297820*mm  |        scintillator  |                  no  |     1   |     1   |     1   |   1   |   1   |             alrttof  |             alrttof  |sector manual 7 superlayer manual 1 layer manual 3 paddle manual 30 order manual 0 
sector7_superlayer1_layer3_paddle31  |         ahdc_mother  |ATOFpaddle31 sector7 superlayer1 layer3  |                 0.0000*mm   0.0000*mm -42.0000*mm  |  0.0000*deg    0.0000*deg    0.0000*deg  | 00aa00   |       G4GenericTrap  |13.8500*mm     -80.000000*mm       4.086845*mm    -100.000000*mm       5.135000*mm    -100.000000*mm      -5.135000*mm     -80.000000*mm      -4.086845*mm     -80.000000*mm       4.086845*mm    -100.000000*mm       5.135000*mm    -100.000000*mm      -5.135000*mm     -80.000000*mm      -4.086845*mm  |        scintillator  |                  no  |     1   |     1   |     1   |   1   |   1   |             alrttof  |             alrttof  |sector manual 7 superlayer manual 1 layer manual 3 paddle manual 31 order manual 0 
sector7_superlayer1_layer3_paddle32  |         ahdc_mother  |ATOFpaddle32 sector7 superlayer1 layer3  |                 0.0000*mm   0.0000*mm -42.0000*mm  |  0.0000*deg    0.0000*deg    0.0000*deg  | 00aa00   |       G4GenericTrap  |13.8500*mm     -79.988943*mm      -4.297820*mm     -99.988943*mm      -5.345976*mm     -98.915436*mm     -15.559716*mm     -79.134560*mm     -12.426734*mm     -79.988943*mm      -4.297820*mm     -99.988943*mm      -5.345976*mm     -98.915436*mm     -15.559716*mm     -79.134560*mm     -12.426734*mm  |        scintillator  |                  no  |     1   |     1   |     1   |   1   |   1   |             alrttof  |             alrttof  |sector manual 7 superlayer manual 1 layer manual 3 paddle manual 32 order manual 0 
sector7_superlayer1_layer4_paddle29  |         ahdc_mother  |ATOFpaddle29 sector7 superlayer1 layer4  |                 0.0000*mm   0.0000*mm -14.0000*mm  |  0.0000*deg    0.0000*deg    0.0000*deg  | 00aa00   |       G4GenericTrap  |13.8500*mm     -77.402105*mm      20.630473*mm     -96.747134*mm      25.813957*mm     -98.882387*mm      15.768381*mm     -79.101511*mm      12.635398*mm     -77.402105*mm      20.630473*mm     -96.747134*mm      25.813957*mm     -98.882387*mm      15.768381*mm     -79.101511*mm      12.635398*mm  |        scintillator  |                  no  |     1   |     1   |     1   |   1   |   1   |             alrttof  |             alrttof  |sector manual 7 superlayer manual 1 layer manual 4 paddle manual 29 order manual 0 
sector7_superlayer1_layer4_paddle30  |         ahdc_mother  |ATOFpaddle30 sector7 superlayer1 layer4  |                 0.0000*mm   0.0000*mm -14.0000*mm  |  0.0000*deg    0.0000*deg    0.0000*deg  | 00aa00   |       G4GenericTrap  |13.8500*mm     -79.134560*mm      12.426734*mm     -98.915436*mm      15.559716*mm     -99.988943*mm       5.345976*mm     -79.988943*mm       4.297820*mm     -79.134560*mm      12.426734*mm     -98.915436*mm      15.559716*mm     -99.988943*mm       5.345976*mm     -79.988943*mm       4.297820*mm  |        scintillator  |                  no  |     1   |     1   |     1   |   1   |   1   |             alrttof  |             alrttof  |sector manual 7 superlayer manual 1 layer manual 4 paddle manual 30 order manual 0 
sector7_superlayer1_layer4_paddle31  |         ahdc_mother  |ATOFpaddle31 sector7 superlayer1 layer4  |                 0.0000*mm   0.0000*mm -14.0000*mm  |  0.0000*deg    0.0000*deg    0.0000*deg  | 00aa00   |       G4GenericTrap  |13.8500*mm     -80.000000*mm       4.086845*mm    -100.000000*mm       5.135000*mm    -100.000000*mm      -5.135000*mm     -80.000000*mm      -4.086845*mm     -80.000000*mm       4.086845*mm    -100.000000*mm       5.135000*mm    -100.000000*mm      -5.135000*mm     -80.000000*mm      -4.086845*mm  |        scintillator  |                  no  |     1   |     1   |     1   |   1   |   1   |             alrttof  |             alrttof  |sector manual 7 superlayer manual 1 layer manual 4 paddle manual 31 order manual 0 
sector7_superlayer1_layer4_paddle32  |         ahdc_mother  |ATOFpaddle32 sector7 superlayer1 layer4  |                 0.0000*mm   0.0000*mm -14.0000*mm  |  0.0000*deg    0.0000*deg    0.0000*deg  | 00aa00   |       G4GenericTrap  |13.8500*mm     -79.988943*mm      -4.297820*mm     -99.988943*mm      -5.345976*mm     -98.915436*mm     -15.559716*mm     -79.134560*mm     -12.426734*mm     -79.988943*mm      -4.297820*mm     -99.988943*mm      -5.345976*mm     -98.915436*mm     -15.559716*mm     -79.134560*mm     -12.426734*mm  |        scintillator  |                  no  |     1   |     1   |     1   |   1   |   1   |             alrttof  |             alrttof  |sector manual 7 superlayer manual 1 layer manual 4 paddle manual 32 order manual 0 
sector7_superlayer1_layer5_paddle29  |         ahdc_mother  |ATOFpaddle29 sector7 superlayer1 layer5  |                 0.0000*mm   0.0000*mm  14.0000*mm  |  0.0000*deg    0.0000*deg    0.0000*deg  | 00aa00   |       G4GenericTrap  |13.8500*mm     -77.402105*mm      20.630473*mm     -96.747134*mm      25.813957*mm     -98.882387*mm      15.768381*mm     -79.101511*mm      12.635398*mm     -77.402105*mm      20.630473*mm     -96.747134*mm      25.813957*mm     -98.882387*mm      15.768381*mm     -79.101511*mm      12.635398*mm  |        scintillator  |                  no  |     1   |     1   |     1   |   1   |   1   |             alrttof  |             alrttof  |sector manual 7 superlayer manual 1 layer manual 5 paddle manual 29 order manual 0 
sector7_superlayer1_layer5_paddle30  |         ahdc_mother  |ATOFpaddle30 sector7 superlayer1 layer5  |                 0.0000*mm   0.0000*mm  14.0000*mm  |  0.0000*deg    0.0000*deg    0.0000*deg  | 00aa00   |       G4GenericTrap  |13.8500*mm     -79.134560*mm      12.426734*mm     -98.915436*mm      15.559716*mm     -99.988943*mm       5.345976*mm     -79.988943*mm       4.297820*mm     -79.134560*mm      12.426734*mm     -98.915436*mm      15.559716*mm     -99.988943*mm       5.345976*mm     -79.988943*mm       4.297820*mm  |        scintillator  |                  no  |     1   |     1   |     1   |   1   |   1   |             alrttof  |             alrttof  |sector manual 7 superlayer manual 1 layer manual 5 paddle manual 30 order manual 0 
sector7_superlayer1_layer5_paddle31  |         ahdc_mother  |ATOFpaddle31 sector7 superlayer1 layer5  |                 0.0000*mm   0.0000*mm  14.0000*mm  |  0.0000*deg    0.0000*deg    0.0000*deg  | 00aa00   |       G4GenericTrap  |13.8500*mm     -80.000000*mm       4.086845*mm    -100.000000*mm       5.135000*mm    -100.000000*mm      -5.135000*mm     -80.000000*mm      -4.086845*mm     -80.000000*mm       4.086845*mm    -100.000000*mm       5.135000*mm    -100.000000*mm      -5.135000*mm     -80.000000*mm      -4.086845*mm  |        scintillator  |                  no  |     1   |     1   |     1   |   1   |   1   |             alrttof  |             alrttof  |sector manual 7 superlayer manual 1 layer manual 5 paddle manual 31 order manual 0 
sector7_superlayer1_layer5_paddle32  |         ahdc_mother  |ATOFpaddle32 sector7 superlayer1 layer5  |                 0.0000*mm   0.0000*mm  14.0000*mm  |  0.0000*deg    0.0000*deg    0.0000*deg  | 00aa00   |       G4GenericTrap  |13.8500*mm     -79.988943*mm      -4.297820*mm     -99.988943*mm      -5.345976*mm     -98.915436*mm     -15.559716*mm     -79.134560*mm     -12.426734*mm     -79.988943*mm      -4.297820*mm     -99.988943*mm      -5.345976*mm     -98.915436*mm     -15.559716*mm     -79.134560*mm     -12.426734*mm  |        scintillator  |                  no  |     1   |     1   |     1   |   1   |   1   |             alrttof  |             alrttof  |sector manual 7 superlayer manual 1 layer manual 5 paddle manual 32 order manual 0 
sector7_superlayer1_layer6_paddle29  |         ahdc_mother  |ATOFpaddle29 sector7 superlayer1 layer6  |                 0.0000*mm   0.0000*mm  42.0000*mm  |  0.0000*deg    0.0000*deg    0.0000*deg  | 00aa00   |       G4GenericTrap  |13.8500*mm     -77.402105*mm      20.630473*mm     -96.747134*mm      25.813957*mm     -98.882387*mm      15.768381*mm     -79.101511*mm      12.635398*mm     -77.402105*mm      20.630473*mm     -96.747134*mm      25.813957*mm     -98.882387*mm      15.768381*mm     -79.101511*mm      12.635398*mm  |        scintillator  |                  no  |     1   |     1   |     1   |   1   |   1   |             alrttof  |             alrttof  |sector manual 7 superlayer manual 1 layer manual 6 paddle manual 29 order manual 0 
sector7_superlayer1_layer6_paddle30  |         ahdc_mother  |ATOFpaddle30 sector7 superlayer1 layer6  |                 0.0000*mm   0.0000*mm  42.0000*mm  |  0.0000*deg    0.0000*deg    0.0000*deg  | 00aa00   |       G4GenericTrap  |13.8500*mm     -79.134560*mm      12.426734*mm     -98.915436*mm      15.559716*mm     -99.988943*mm       5.345976*mm     -79.988943*mm       4.297820*mm     -79.134560*mm      12.426734*mm     -98.915436*mm      15.559716*mm     -99.988943*mm       5.345976*mm     -79.988943*mm       4.297820*mm  |        scintillator  |                  no  |     1   |     1   |     1   |   1   |   1   |             alrttof  |             alrttof  |sector manual 7 superlayer manual 1 layer manual 6 paddle manual 30 order manual 0 
sector7_superlayer1_layer6_paddle31  |         ahdc_mother  |ATOFpaddle31 sector7 superlayer1 layer6  |                 0.0000*mm   0.0000*mm  42.0000*mm  |  0.0000*deg    0.0000*deg    0.0000*deg  | 00aa00   |       G4GenericTrap  |13.8500*mm     -80.000000*mm       4.086845*mm    -100.000000*mm       5.135000*mm    -100.000000*mm      -5.135000*mm     -80.000000*mm      -4.086845*mm     -80.000000*mm       4.086845*mm    -100.000000*mm       5.135000*mm    -100.000000*mm      -5.135000*mm     -80.000000*mm      -4.086845*mm  |        scintillator  |                  no  |     1   |     1   |     1   |   1   |   1   |             alrttof  |             alrttof  |sector manual 7 superlayer manual 1 layer manual 6 paddle manual 31 order manual 0 
sector7_superlayer1_layer6_paddle32  |         ahdc_mother  |ATOFpaddle32 sector7 superlayer1 layer6  |                 0.0000*mm   0.0000*mm  42.0000*mm  |  0.0000*deg    0.0000*deg    0.0000*deg  | 00aa00   |       G4GenericTrap  |13.8500*mm     -79.988943*mm      -4.297820*mm     -99.988943*mm      -5.345976*mm     -98.915436*mm     -15.559716*mm     -79.134560*mm     -12.426734*mm     -79.988943*mm      -4.297820*mm     -99.988943*mm      -5.345976*mm     -98.915436*mm     -15.559716*mm     -79.134560*mm     -12.426734*mm  |        scintillator  |                  no  |     1   |     1   |     1   |   1   |   1   |             alrttof  |             alrttof  |sector manual 7 superlayer manual 1 layer manual 6 paddle manual 32 order manual 0 
sector7_superlayer1_layer7_paddle29  |         ahdc_mother  |ATOFpaddle29 sector7 superlayer1 layer7  |                 0.0000*mm   0.0000*mm  70.0000*mm  |  0.0000*deg    0.0000*deg    0.0000*deg  | 00aa00   |       G4GenericTrap  |13.8500*mm     -77.402105*mm      20.630473*mm     -96.747134*mm      25.813957*mm     -98.882387*mm      15.768381*mm     -79.101511*mm      12.635398*mm     -77.402105*mm      20.630473*mm     -96.747134*mm      25.813957*mm     -98.882387*mm      15.768381*mm     -79.101511*mm      12.635398*mm  |        scintillator  |                  no  |     1   |     1   |     1   |   1   |   1   |             alrttof  |             alrttof  |sector manual 7 superlayer manual 1 layer manual 7 paddle manual 29 order manual 0 
sector7_superlayer1_layer7_paddle30  |         ahdc_mother  |ATOFpaddle30 sector7 superlayer1 layer7  |                 0.0000*mm   0.0000*mm  70.0000*mm  |  0.0000*deg    0.0000*deg    0.0000*deg  | 00aa00   |       G4GenericTrap  |13.8500*mm     -79.134560*mm      12.426734*mm     -98.915436*mm      15.559716*mm     -99.988943*mm       5.345976*mm     -79.988943*mm       4.297820*mm     -79.134560*mm      12.426734*mm     -98.915436*mm      15.559716*mm     -99.988943*mm       5.345976*mm     -79.988943*mm       4.297820*mm  |        scintillator  |                  no  |     1   |     1   |     1   |   1   |   1   |             alrttof  |             alrttof  |sector manual 7 superlayer manual 1 layer manual 7 paddle manual 30 order manual 0 
sector7_superlayer1_layer7_paddle31  |         ahdc_mother  |ATOFpaddle31 sector7 superlayer1 layer7  |                 0.0000*mm   0.0000*mm  70.0000*mm  |  0.0000*deg    0.0000*deg    0.0000*deg  | 00aa00   |       G4GenericTrap  |13.8500*mm     -80.000000*mm       4.086845*mm    -100.000000*mm       5.135000*mm    -100.000000*mm      -5.135000*mm     -80.000000*mm      -4.086845*mm     -80.000000*mm       4.086845*mm    -100.000000*mm       5.135000*mm    -100.000000*mm      -5.135000*mm     -80.000000*mm      -4.086845*mm  |        scintillator  |                  no  |     1   |     1   |     1   |   1   |   1   |             alrttof  |             alrttof  |sector manual 7 superlayer manual 1 layer manual 7 paddle manual 31 order manual 0 
sector7_superlayer1_layer7_paddle32  |         ahdc_mother  |ATOFpaddle32 sector7 superlayer1 layer7  |                 0.0000*mm   0.0000*mm  70.0000*mm  |  0.0000*deg    0.0000*deg    0.0000*deg  | 00aa00   |       G4GenericTrap  |13.8500*mm     -79.988943*mm      -4.297820*mm     -99.988943*mm      -5.345976*mm     -98.915436*mm     -15.559716*mm     -79.134560*mm     -12.426734*mm     -79.988943*mm      -4.297820*mm     -99.988943*mm      -5.345976*mm     -98.915436*mm     -15.559716*mm     -79.134560*mm     -12.426734*mm  |        scintillator  |                  no  |     1   |     1   |     1   |   1   |   1   |             alrttof  |             alrttof  |sector manual 7 superlayer manual 1 layer manual 7 paddle manual 32 order manual 0 
