                 cnd  |                root  |      Central Neutron Detector  |                    0*cm 0*cm 0.529000000000002*cm  |                                   0 0 0  | 33bb99   |            Polycone  |0.0*deg 360*deg 3*counts 28.95*cm 28.95*cm 35.56*cm 38.56*cm 38.56*cm 38.56*cm -39.578*cm 32.0364*cm 39.578*cm  |              G4_AIR  |                  no  |     1   |     1   |     1   |   0   |   0   |                  no  |                  no  |                                      no 
       CND_S23_L1_C1  |                 cnd  |Central Neutron Detector, S 23, L 1, C 1  |                               0*cm 0*cm -6.242*cm  |                  0*deg 0*deg -247.5*deg  | 33dd66   |       G4GenericTrap  |33.286*cm 0.025*cm 29*cm 0.025*cm 32*cm 4.01115413068064*cm 32*cm 3.61619663791845*cm 29*cm 0.025*cm 29*cm 0.025*cm 32*cm 4.01115413068064*cm 32*cm 3.61619663791845*cm 29*cm  |       ScintillatorB  |                  no  |    23   |     1   |     1   |   1   |   1   |                 cnd  |                 cnd  |sector manual 23 layer manual 1 component manual 1 direct manual 0 
       CND_S23_L1_C2  |                 cnd  |Central Neutron Detector, S 23, L 1, C 2  |                               0*cm 0*cm -6.242*cm  |                  0*deg 0*deg -247.5*deg  | 33dd66   |       G4GenericTrap  |33.286*cm -3.61619663791845*cm 29*cm -4.01115413068064*cm 32*cm -0.025*cm 32*cm -0.025*cm 29*cm -3.61619663791845*cm 29*cm -4.01115413068064*cm 32*cm -0.025*cm 32*cm -0.025*cm 29*cm  |       ScintillatorB  |                  no  |    23   |     1   |     1   |   1   |   1   |                 cnd  |                 cnd  |sector manual 23 layer manual 1 component manual 2 direct manual 0 
       CND_S23_L2_C1  |                 cnd  |Central Neutron Detector, S 23, L 2, C 1  |                               0*cm 0*cm -3.728*cm  |                  0*deg 0*deg -247.5*deg  | 239a47   |       G4GenericTrap  |35*cm 0.025*cm 32.1*cm 0.025*cm 35.1*cm 4.41927687320156*cm 35.1*cm 4.02431938043938*cm 32.1*cm 0.025*cm 32.1*cm 0.025*cm 35.1*cm 4.41927687320156*cm 35.1*cm 4.02431938043938*cm 32.1*cm  |       ScintillatorB  |                  no  |    23   |     1   |     1   |   1   |   1   |                 cnd  |                 cnd  |sector manual 23 layer manual 2 component manual 1 direct manual 0 
       CND_S23_L2_C2  |                 cnd  |Central Neutron Detector, S 23, L 2, C 2  |                               0*cm 0*cm -3.728*cm  |                  0*deg 0*deg -247.5*deg  | 239a47   |       G4GenericTrap  |35*cm -4.02431938043938*cm 32.1*cm -4.41927687320156*cm 35.1*cm -0.025*cm 35.1*cm -0.025*cm 32.1*cm -4.02431938043938*cm 32.1*cm -4.41927687320156*cm 35.1*cm -0.025*cm 35.1*cm -0.025*cm 32.1*cm  |       ScintillatorB  |                  no  |    23   |     1   |     1   |   1   |   1   |                 cnd  |                 cnd  |sector manual 23 layer manual 2 component manual 2 direct manual 0 
       CND_S23_L3_C1  |                 cnd  |Central Neutron Detector, S 23, L 3, C 1  |                               0*cm 0*cm -2.014*cm  |                  0*deg 0*deg -247.5*deg  | 145828   |       G4GenericTrap  |36.714*cm 0.025*cm 35.2*cm 0.025*cm 38.2*cm 4.82739961572249*cm 38.2*cm 4.4324421229603*cm 35.2*cm 0.025*cm 35.2*cm 0.025*cm 38.2*cm 4.82739961572249*cm 38.2*cm 4.4324421229603*cm 35.2*cm  |       ScintillatorB  |                  no  |    23   |     1   |     1   |   1   |   1   |                 cnd  |                 cnd  |sector manual 23 layer manual 3 component manual 1 direct manual 0 
       CND_S23_L3_C2  |                 cnd  |Central Neutron Detector, S 23, L 3, C 2  |                               0*cm 0*cm -2.014*cm  |                  0*deg 0*deg -247.5*deg  | 145828   |       G4GenericTrap  |36.714*cm -4.4324421229603*cm 35.2*cm -4.82739961572249*cm 38.2*cm -0.025*cm 38.2*cm -0.025*cm 35.2*cm -4.4324421229603*cm 35.2*cm -4.82739961572249*cm 38.2*cm -0.025*cm 38.2*cm -0.025*cm 35.2*cm  |       ScintillatorB  |                  no  |    23   |     1   |     1   |   1   |   1   |                 cnd  |                 cnd  |sector manual 23 layer manual 3 component manual 2 direct manual 0 
       CND_S24_L1_C1  |                 cnd  |Central Neutron Detector, S 24, L 1, C 1  |                               0*cm 0*cm -6.242*cm  |                  0*deg 0*deg -262.5*deg  | 33dd66   |       G4GenericTrap  |33.286*cm 0.025*cm 29*cm 0.025*cm 32*cm 4.01115413068064*cm 32*cm 3.61619663791845*cm 29*cm 0.025*cm 29*cm 0.025*cm 32*cm 4.01115413068064*cm 32*cm 3.61619663791845*cm 29*cm  |       ScintillatorB  |                  no  |    24   |     1   |     1   |   1   |   1   |                 cnd  |                 cnd  |sector manual 24 layer manual 1 component manual 1 direct manual 0 
       CND_S24_L1_C2  |                 cnd  |Central Neutron Detector, S 24, L 1, C 2  |                               0*cm 0*cm -6.242*cm  |                  0*deg 0*deg -262.5*deg  | 33dd66   |       G4GenericTrap  |33.286*cm -3.61619663791845*cm 29*cm -4.01115413068064*cm 32*cm -0.025*cm 32*cm -0.025*cm 29*cm -3.61619663791845*cm 29*cm -4.01115413068064*cm 32*cm -0.025*cm 32*cm -0.025*cm 29*cm  |       ScintillatorB  |                  no  |    24   |     1   |     1   |   1   |   1   |                 cnd  |                 cnd  |sector manual 24 layer manual 1 component manual 2 direct manual 0 
       CND_S24_L2_C1  |                 cnd  |Central Neutron Detector, S 24, L 2, C 1  |                               0*cm 0*cm -3.728*cm  |                  0*deg 0*deg -262.5*deg  | 239a47   |       G4GenericTrap  |35*cm 0.025*cm 32.1*cm 0.025*cm 35.1*cm 4.41927687320156*cm 35.1*cm 4.02431938043938*cm 32.1*cm 0.025*cm 32.1*cm 0.025*cm 35.1*cm 4.41927687320156*cm 35.1*cm 4.02431938043938*cm 32.1*cm  |       ScintillatorB  |                  no  |    24   |     1   |     1   |   1   |   1   |                 cnd  |                 cnd  |sector manual 24 layer manual 2 component manual 1 direct manual 0 
       CND_S24_L2_C2  |                 cnd  |Central Neutron Detector, S 24, L 2, C 2  |                               0*cm 0*cm -3.728*cm  |                  0*deg 0*deg -262.5*deg  | 239a47   |       G4GenericTrap  |35*cm -4.02431938043938*cm 32.1*cm -4.41927687320156*cm 35.1*cm -0.025*cm 35.1*cm -0.025*cm 32.1*cm -4.02431938043938*cm 32.1*cm -4.41927687320156*cm 35.1*cm -0.025*cm 35.1*cm -0.025*cm 32.1*cm  |       ScintillatorB  |                  no  |    24   |     1   |     1   |   1   |   1   |                 cnd  |                 cnd  |sector manual 24 layer manual 2 component manual 2 direct manual 0 
       CND_S24_L3_C1  |                 cnd  |Central Neutron Detector, S 24, L 3, C 1  |                               0*cm 0*cm -2.014*cm  |                  0*deg 0*deg -262.5*deg  | 145828   |       G4GenericTrap  |36.714*cm 0.025*cm 35.2*cm 0.025*cm 38.2*cm 4.82739961572249*cm 38.2*cm 4.4324421229603*cm 35.2*cm 0.025*cm 35.2*cm 0.025*cm 38.2*cm 4.82739961572249*cm 38.2*cm 4.4324421229603*cm 35.2*cm  |       ScintillatorB  |                  no  |    24   |     1   |     1   |   1   |   1   |                 cnd  |                 cnd  |sector manual 24 layer manual 3 component manual 1 direct manual 0 
       CND_S24_L3_C2  |                 cnd  |Central Neutron Detector, S 24, L 3, C 2  |                               0*cm 0*cm -2.014*cm  |                  0*deg 0*deg -262.5*deg  | 145828   |       G4GenericTrap  |36.714*cm -4.4324421229603*cm 35.2*cm -4.82739961572249*cm 38.2*cm -0.025*cm 38.2*cm -0.025*cm 35.2*cm -4.4324421229603*cm 35.2*cm -4.82739961572249*cm 38.2*cm -0.025*cm 38.2*cm -0.025*cm 35.2*cm  |       ScintillatorB  |                  no  |    24   |     1   |     1   |   1   |   1   |                 cnd  |                 cnd  |sector manual 24 layer manual 3 component manual 2 direct manual 0 
   CND_S1_L1_U-Turn1  |                 cnd  |Central Neutron Detector, S 1, L 1, U-Turn 1  |      3.98104886271*cm 30.23906827190*cm 27.044*cm  |                 270*deg 187.5*deg 0*deg  | 3c78ff   |                Cons  |0*cm 3.61619663791845*cm 0*cm 4.01115413068064*cm 1.5*cm 0*deg 180.*deg  |       G4_PLEXIGLASS  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |sector manual 1 layer manual 1 u-turn manual 1 
   CND_S1_L2_U-Turn1  |                 cnd  |Central Neutron Detector, S 1, L 2, U-Turn 1  |      4.38568005859*cm 33.31254734216*cm 31.272*cm  |                 270*deg 187.5*deg 0*deg  | 3c78ff   |                Cons  |0*cm 4.02431938043938*cm 0*cm 4.41927687320156*cm 1.5*cm 0*deg 180.*deg  |       G4_PLEXIGLASS  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |sector manual 1 layer manual 2 u-turn manual 1 
   CND_S1_L3_U-Turn1  |                 cnd  |Central Neutron Detector, S 1, L 3, U-Turn 1  |        4.79031125448*cm 36.38602641242*cm 34.7*cm  |                 270*deg 187.5*deg 0*deg  | 3c78ff   |                Cons  |0*cm 4.4324421229603*cm 0*cm 4.82739961572249*cm 1.5*cm 0*deg 180.*deg  |       G4_PLEXIGLASS  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |sector manual 1 layer manual 3 u-turn manual 1 
   CND_S2_L1_U-Turn1  |                 cnd  |Central Neutron Detector, S 2, L 1, U-Turn 1  |     11.67184468714*cm 28.17832574159*cm 27.044*cm  |                 270*deg 202.5*deg 0*deg  | 3c78ff   |                Cons  |0*cm 3.61619663791845*cm 0*cm 4.01115413068064*cm 1.5*cm 0*deg 180.*deg  |       G4_PLEXIGLASS  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |sector manual 2 layer manual 1 u-turn manual 1 
   CND_S2_L2_U-Turn1  |                 cnd  |Central Neutron Detector, S 2, L 2, U-Turn 1  |     12.85816332747*cm 31.04235229238*cm 31.272*cm  |                 270*deg 202.5*deg 0*deg  | 3c78ff   |                Cons  |0*cm 4.02431938043938*cm 0*cm 4.41927687320156*cm 1.5*cm 0*deg 180.*deg  |       G4_PLEXIGLASS  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |sector manual 2 layer manual 2 u-turn manual 1 
   CND_S2_L3_U-Turn1  |                 cnd  |Central Neutron Detector, S 2, L 3, U-Turn 1  |       14.04448196780*cm 33.90637884316*cm 34.7*cm  |                 270*deg 202.5*deg 0*deg  | 3c78ff   |                Cons  |0*cm 4.4324421229603*cm 0*cm 4.82739961572249*cm 1.5*cm 0*deg 180.*deg  |       G4_PLEXIGLASS  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |sector manual 2 layer manual 3 u-turn manual 1 
   CND_S3_L1_U-Turn1  |                 cnd  |Central Neutron Detector, S 3, L 1, U-Turn 1  |     18.56722358477*cm 24.19727687888*cm 27.044*cm  |                 270*deg 217.5*deg 0*deg  | 3c78ff   |                Cons  |0*cm 3.61619663791845*cm 0*cm 4.01115413068064*cm 1.5*cm 0*deg 180.*deg  |       G4_PLEXIGLASS  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |sector manual 3 layer manual 1 u-turn manual 1 
   CND_S3_L2_U-Turn1  |                 cnd  |Central Neutron Detector, S 3, L 2, U-Turn 1  |     20.45438401469*cm 26.65667223379*cm 31.272*cm  |                 270*deg 217.5*deg 0*deg  | 3c78ff   |                Cons  |0*cm 4.02431938043938*cm 0*cm 4.41927687320156*cm 1.5*cm 0*deg 180.*deg  |       G4_PLEXIGLASS  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |sector manual 3 layer manual 2 u-turn manual 1 
   CND_S3_L3_U-Turn1  |                 cnd  |Central Neutron Detector, S 3, L 3, U-Turn 1  |       22.34154444462*cm 29.11606758869*cm 34.7*cm  |                 270*deg 217.5*deg 0*deg  | 3c78ff   |                Cons  |0*cm 4.4324421229603*cm 0*cm 4.82739961572249*cm 1.5*cm 0*deg 180.*deg  |       G4_PLEXIGLASS  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |sector manual 3 layer manual 3 u-turn manual 1 
   CND_S4_L1_U-Turn1  |                 cnd  |Central Neutron Detector, S 4, L 1, U-Turn 1  |     24.19727687888*cm 18.56722358477*cm 27.044*cm  |                 270*deg 232.5*deg 0*deg  | 3c78ff   |                Cons  |0*cm 3.61619663791845*cm 0*cm 4.01115413068064*cm 1.5*cm 0*deg 180.*deg  |       G4_PLEXIGLASS  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |sector manual 4 layer manual 1 u-turn manual 1 
   CND_S4_L2_U-Turn1  |                 cnd  |Central Neutron Detector, S 4, L 2, U-Turn 1  |     26.65667223379*cm 20.45438401469*cm 31.272*cm  |                 270*deg 232.5*deg 0*deg  | 3c78ff   |                Cons  |0*cm 4.02431938043938*cm 0*cm 4.41927687320156*cm 1.5*cm 0*deg 180.*deg  |       G4_PLEXIGLASS  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |sector manual 4 layer manual 2 u-turn manual 1 
   CND_S4_L3_U-Turn1  |                 cnd  |Central Neutron Detector, S 4, L 3, U-Turn 1  |       29.11606758869*cm 22.34154444462*cm 34.7*cm  |                 270*deg 232.5*deg 0*deg  | 3c78ff   |                Cons  |0*cm 4.4324421229603*cm 0*cm 4.82739961572249*cm 1.5*cm 0*deg 180.*deg  |       G4_PLEXIGLASS  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |sector manual 4 layer manual 3 u-turn manual 1 
   CND_S5_L1_U-Turn1  |                 cnd  |Central Neutron Detector, S 5, L 1, U-Turn 1  |     28.17832574159*cm 11.67184468714*cm 27.044*cm  |                 270*deg 247.5*deg 0*deg  | 3c78ff   |                Cons  |0*cm 3.61619663791845*cm 0*cm 4.01115413068064*cm 1.5*cm 0*deg 180.*deg  |       G4_PLEXIGLASS  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |sector manual 5 layer manual 1 u-turn manual 1 
   CND_S5_L2_U-Turn1  |                 cnd  |Central Neutron Detector, S 5, L 2, U-Turn 1  |     31.04235229238*cm 12.85816332747*cm 31.272*cm  |                 270*deg 247.5*deg 0*deg  | 3c78ff   |                Cons  |0*cm 4.02431938043938*cm 0*cm 4.41927687320156*cm 1.5*cm 0*deg 180.*deg  |       G4_PLEXIGLASS  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |sector manual 5 layer manual 2 u-turn manual 1 
   CND_S5_L3_U-Turn1  |                 cnd  |Central Neutron Detector, S 5, L 3, U-Turn 1  |       33.90637884316*cm 14.04448196780*cm 34.7*cm  |                 270*deg 247.5*deg 0*deg  | 3c78ff   |                Cons  |0*cm 4.4324421229603*cm 0*cm 4.82739961572249*cm 1.5*cm 0*deg 180.*deg  |       G4_PLEXIGLASS  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |sector manual 5 layer manual 3 u-turn manual 1 
   CND_S6_L1_U-Turn1  |                 cnd  |Central Neutron Detector, S 6, L 1, U-Turn 1  |      30.23906827190*cm 3.98104886271*cm 27.044*cm  |                 270*deg 262.5*deg 0*deg  | 3c78ff   |                Cons  |0*cm 3.61619663791845*cm 0*cm 4.01115413068064*cm 1.5*cm 0*deg 180.*deg  |       G4_PLEXIGLASS  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |sector manual 6 layer manual 1 u-turn manual 1 
   CND_S6_L2_U-Turn1  |                 cnd  |Central Neutron Detector, S 6, L 2, U-Turn 1  |      33.31254734216*cm 4.38568005859*cm 31.272*cm  |                 270*deg 262.5*deg 0*deg  | 3c78ff   |                Cons  |0*cm 4.02431938043938*cm 0*cm 4.41927687320156*cm 1.5*cm 0*deg 180.*deg  |       G4_PLEXIGLASS  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |sector manual 6 layer manual 2 u-turn manual 1 
   CND_S6_L3_U-Turn1  |                 cnd  |Central Neutron Detector, S 6, L 3, U-Turn 1  |        36.38602641242*cm 4.79031125448*cm 34.7*cm  |                 270*deg 262.5*deg 0*deg  | 3c78ff   |                Cons  |0*cm 4.4324421229603*cm 0*cm 4.82739961572249*cm 1.5*cm 0*deg 180.*deg  |       G4_PLEXIGLASS  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |sector manual 6 layer manual 3 u-turn manual 1 
   CND_S7_L1_U-Turn1  |                 cnd  |Central Neutron Detector, S 7, L 1, U-Turn 1  |     30.23906827190*cm -3.98104886271*cm 27.044*cm  |                 270*deg 277.5*deg 0*deg  | 3c78ff   |                Cons  |0*cm 3.61619663791845*cm 0*cm 4.01115413068064*cm 1.5*cm 0*deg 180.*deg  |       G4_PLEXIGLASS  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |sector manual 7 layer manual 1 u-turn manual 1 
   CND_S7_L2_U-Turn1  |                 cnd  |Central Neutron Detector, S 7, L 2, U-Turn 1  |     33.31254734216*cm -4.38568005859*cm 31.272*cm  |                 270*deg 277.5*deg 0*deg  | 3c78ff   |                Cons  |0*cm 4.02431938043938*cm 0*cm 4.41927687320156*cm 1.5*cm 0*deg 180.*deg  |       G4_PLEXIGLASS  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |sector manual 7 layer manual 2 u-turn manual 1 
   CND_S7_L3_U-Turn1  |                 cnd  |Central Neutron Detector, S 7, L 3, U-Turn 1  |       36.38602641242*cm -4.79031125448*cm 34.7*cm  |                 270*deg 277.5*deg 0*deg  | 3c78ff   |                Cons  |0*cm 4.4324421229603*cm 0*cm 4.82739961572249*cm 1.5*cm 0*deg 180.*deg  |       G4_PLEXIGLASS  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |sector manual 7 layer manual 3 u-turn manual 1 
   CND_S8_L1_U-Turn1  |                 cnd  |Central Neutron Detector, S 8, L 1, U-Turn 1  |    28.17832574159*cm -11.67184468714*cm 27.044*cm  |                 270*deg 292.5*deg 0*deg  | 3c78ff   |                Cons  |0*cm 3.61619663791845*cm 0*cm 4.01115413068064*cm 1.5*cm 0*deg 180.*deg  |       G4_PLEXIGLASS  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |sector manual 8 layer manual 1 u-turn manual 1 
   CND_S8_L2_U-Turn1  |                 cnd  |Central Neutron Detector, S 8, L 2, U-Turn 1  |    31.04235229238*cm -12.85816332747*cm 31.272*cm  |                 270*deg 292.5*deg 0*deg  | 3c78ff   |                Cons  |0*cm 4.02431938043938*cm 0*cm 4.41927687320156*cm 1.5*cm 0*deg 180.*deg  |       G4_PLEXIGLASS  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |sector manual 8 layer manual 2 u-turn manual 1 
   CND_S8_L3_U-Turn1  |                 cnd  |Central Neutron Detector, S 8, L 3, U-Turn 1  |      33.90637884316*cm -14.04448196780*cm 34.7*cm  |                 270*deg 292.5*deg 0*deg  | 3c78ff   |                Cons  |0*cm 4.4324421229603*cm 0*cm 4.82739961572249*cm 1.5*cm 0*deg 180.*deg  |       G4_PLEXIGLASS  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |sector manual 8 layer manual 3 u-turn manual 1 
   CND_S9_L1_U-Turn1  |                 cnd  |Central Neutron Detector, S 9, L 1, U-Turn 1  |    24.19727687888*cm -18.56722358477*cm 27.044*cm  |                 270*deg 307.5*deg 0*deg  | 3c78ff   |                Cons  |0*cm 3.61619663791845*cm 0*cm 4.01115413068064*cm 1.5*cm 0*deg 180.*deg  |       G4_PLEXIGLASS  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |sector manual 9 layer manual 1 u-turn manual 1 
   CND_S9_L2_U-Turn1  |                 cnd  |Central Neutron Detector, S 9, L 2, U-Turn 1  |    26.65667223379*cm -20.45438401469*cm 31.272*cm  |                 270*deg 307.5*deg 0*deg  | 3c78ff   |                Cons  |0*cm 4.02431938043938*cm 0*cm 4.41927687320156*cm 1.5*cm 0*deg 180.*deg  |       G4_PLEXIGLASS  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |sector manual 9 layer manual 2 u-turn manual 1 
   CND_S9_L3_U-Turn1  |                 cnd  |Central Neutron Detector, S 9, L 3, U-Turn 1  |      29.11606758869*cm -22.34154444462*cm 34.7*cm  |                 270*deg 307.5*deg 0*deg  | 3c78ff   |                Cons  |0*cm 4.4324421229603*cm 0*cm 4.82739961572249*cm 1.5*cm 0*deg 180.*deg  |       G4_PLEXIGLASS  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |sector manual 9 layer manual 3 u-turn manual 1 
  CND_S10_L1_U-Turn1  |                 cnd  |Central Neutron Detector, S 10, L 1, U-Turn 1  |    18.56722358477*cm -24.19727687888*cm 27.044*cm  |                 270*deg 322.5*deg 0*deg  | 3c78ff   |                Cons  |0*cm 3.61619663791845*cm 0*cm 4.01115413068064*cm 1.5*cm 0*deg 180.*deg  |       G4_PLEXIGLASS  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |sector manual 10 layer manual 1 u-turn manual 1 
  CND_S10_L2_U-Turn1  |                 cnd  |Central Neutron Detector, S 10, L 2, U-Turn 1  |    20.45438401469*cm -26.65667223379*cm 31.272*cm  |                 270*deg 322.5*deg 0*deg  | 3c78ff   |                Cons  |0*cm 4.02431938043938*cm 0*cm 4.41927687320156*cm 1.5*cm 0*deg 180.*deg  |       G4_PLEXIGLASS  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |sector manual 10 layer manual 2 u-turn manual 1 
  CND_S10_L3_U-Turn1  |                 cnd  |Central Neutron Detector, S 10, L 3, U-Turn 1  |      22.34154444462*cm -29.11606758869*cm 34.7*cm  |                 270*deg 322.5*deg 0*deg  | 3c78ff   |                Cons  |0*cm 4.4324421229603*cm 0*cm 4.82739961572249*cm 1.5*cm 0*deg 180.*deg  |       G4_PLEXIGLASS  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |sector manual 10 layer manual 3 u-turn manual 1 
  CND_S11_L1_U-Turn1  |                 cnd  |Central Neutron Detector, S 11, L 1, U-Turn 1  |    11.67184468714*cm -28.17832574159*cm 27.044*cm  |                 270*deg 337.5*deg 0*deg  | 3c78ff   |                Cons  |0*cm 3.61619663791845*cm 0*cm 4.01115413068064*cm 1.5*cm 0*deg 180.*deg  |       G4_PLEXIGLASS  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |sector manual 11 layer manual 1 u-turn manual 1 
  CND_S11_L2_U-Turn1  |                 cnd  |Central Neutron Detector, S 11, L 2, U-Turn 1  |    12.85816332747*cm -31.04235229238*cm 31.272*cm  |                 270*deg 337.5*deg 0*deg  | 3c78ff   |                Cons  |0*cm 4.02431938043938*cm 0*cm 4.41927687320156*cm 1.5*cm 0*deg 180.*deg  |       G4_PLEXIGLASS  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |sector manual 11 layer manual 2 u-turn manual 1 
  CND_S11_L3_U-Turn1  |                 cnd  |Central Neutron Detector, S 11, L 3, U-Turn 1  |      14.04448196780*cm -33.90637884316*cm 34.7*cm  |                 270*deg 337.5*deg 0*deg  | 3c78ff   |                Cons  |0*cm 4.4324421229603*cm 0*cm 4.82739961572249*cm 1.5*cm 0*deg 180.*deg  |       G4_PLEXIGLASS  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |sector manual 11 layer manual 3 u-turn manual 1 
  CND_S12_L1_U-Turn1  |                 cnd  |Central Neutron Detector, S 12, L 1, U-Turn 1  |     3.98104886271*cm -30.23906827190*cm 27.044*cm  |                 270*deg 352.5*deg 0*deg  | 3c78ff   |                Cons  |0*cm 3.61619663791845*cm 0*cm 4.01115413068064*cm 1.5*cm 0*deg 180.*deg  |       G4_PLEXIGLASS  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |sector manual 12 layer manual 1 u-turn manual 1 
  CND_S12_L2_U-Turn1  |                 cnd  |Central Neutron Detector, S 12, L 2, U-Turn 1  |     4.38568005859*cm -33.31254734216*cm 31.272*cm  |                 270*deg 352.5*deg 0*deg  | 3c78ff   |                Cons  |0*cm 4.02431938043938*cm 0*cm 4.41927687320156*cm 1.5*cm 0*deg 180.*deg  |       G4_PLEXIGLASS  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |sector manual 12 layer manual 2 u-turn manual 1 
  CND_S12_L3_U-Turn1  |                 cnd  |Central Neutron Detector, S 12, L 3, U-Turn 1  |       4.79031125448*cm -36.38602641242*cm 34.7*cm  |                 270*deg 352.5*deg 0*deg  | 3c78ff   |                Cons  |0*cm 4.4324421229603*cm 0*cm 4.82739961572249*cm 1.5*cm 0*deg 180.*deg  |       G4_PLEXIGLASS  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |sector manual 12 layer manual 3 u-turn manual 1 
  CND_S13_L1_U-Turn1  |                 cnd  |Central Neutron Detector, S 13, L 1, U-Turn 1  |    -3.98104886271*cm -30.23906827190*cm 27.044*cm  |                 270*deg 367.5*deg 0*deg  | 3c78ff   |                Cons  |0*cm 3.61619663791845*cm 0*cm 4.01115413068064*cm 1.5*cm 0*deg 180.*deg  |       G4_PLEXIGLASS  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |sector manual 13 layer manual 1 u-turn manual 1 
  CND_S13_L2_U-Turn1  |                 cnd  |Central Neutron Detector, S 13, L 2, U-Turn 1  |    -4.38568005859*cm -33.31254734216*cm 31.272*cm  |                 270*deg 367.5*deg 0*deg  | 3c78ff   |                Cons  |0*cm 4.02431938043938*cm 0*cm 4.41927687320156*cm 1.5*cm 0*deg 180.*deg  |       G4_PLEXIGLASS  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |sector manual 13 layer manual 2 u-turn manual 1 
  CND_S13_L3_U-Turn1  |                 cnd  |Central Neutron Detector, S 13, L 3, U-Turn 1  |      -4.79031125448*cm -36.38602641242*cm 34.7*cm  |                 270*deg 367.5*deg 0*deg  | 3c78ff   |                Cons  |0*cm 4.4324421229603*cm 0*cm 4.82739961572249*cm 1.5*cm 0*deg 180.*deg  |       G4_PLEXIGLASS  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |sector manual 13 layer manual 3 u-turn manual 1 
  CND_S14_L1_U-Turn1  |                 cnd  |Central Neutron Detector, S 14, L 1, U-Turn 1  |   -11.67184468714*cm -28.17832574159*cm 27.044*cm  |                 270*deg 382.5*deg 0*deg  | 3c78ff   |                Cons  |0*cm 3.61619663791845*cm 0*cm 4.01115413068064*cm 1.5*cm 0*deg 180.*deg  |       G4_PLEXIGLASS  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |sector manual 14 layer manual 1 u-turn manual 1 
  CND_S14_L2_U-Turn1  |                 cnd  |Central Neutron Detector, S 14, L 2, U-Turn 1  |   -12.85816332747*cm -31.04235229238*cm 31.272*cm  |                 270*deg 382.5*deg 0*deg  | 3c78ff   |                Cons  |0*cm 4.02431938043938*cm 0*cm 4.41927687320156*cm 1.5*cm 0*deg 180.*deg  |       G4_PLEXIGLASS  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |sector manual 14 layer manual 2 u-turn manual 1 
  CND_S14_L3_U-Turn1  |                 cnd  |Central Neutron Detector, S 14, L 3, U-Turn 1  |     -14.04448196780*cm -33.90637884316*cm 34.7*cm  |                 270*deg 382.5*deg 0*deg  | 3c78ff   |                Cons  |0*cm 4.4324421229603*cm 0*cm 4.82739961572249*cm 1.5*cm 0*deg 180.*deg  |       G4_PLEXIGLASS  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |sector manual 14 layer manual 3 u-turn manual 1 
